gw,provisional,id,assists,bonus,bps,clean_sheets,clearances_blocks_interceptions,creativity,defensive_contribution,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,goals_conceded,goals_scored,ict_index,in_dreamteam,influence,minutes,own_goals,penalties_missed,penalties_saved,played,recoveries,red_cards,saves,starts,tackles,threat,total_points,yellow_cards
1,False,1,0,0,24,1,1,0.0,0,0.00,0.00,0.00,0.20,0,0,1.2,False,11.8,90,0,0,0,True,8,0,1,1,0,0.0,6,0
1,False,4,0,0,21,1,4,1.8,4,0.01,0.06,0.05,0.20,0,0,0.9,False,6.6,90,0,0,0,True,2,0,0,1,0,1.0,5,1
1,False,7,0,0,15,1,1,22.9,7,0.11,0.17,0.06,0.20,0,0,4.1,False,11.0,90,0,0,0,True,5,0,0,1,1,7.0,3,0
1,False,8,1,0,31,1,4,12.2,5,0.09,0.13,0.04,0.06,0,0,4.2,False,26.0,80,0,0,0,True,1,0,0,1,1,4.0,9,0
1,False,9,0,0,3,0,0,0.5,0,0.00,0.00,0.00,0.15,0,0,0.1,False,0.4,9,0,0,0,True,0,0,0,0,0,0.0,1,0
1,False,10,1,2,37,1,4,26.8,5,0.21,0.39,0.18,0.20,0,0,7.3,False,33.2,90,0,0,0,True,3,0,0,1,1,13.0,11,0
1,False,11,0,0,27,1,6,0.6,6,0.00,0.00,0.00,0.20,0,0,1.5,False,14.4,90,0,0,0,True,3,0,0,1,0,0.0,6,0
1,False,12,0,1,36,1,2,26.1,7,0.08,0.72,0.64,0.06,0,1,10.2,False,42.8,67,0,0,0,True,4,0,0,1,1,33.0,9,0
1,False,13,0,0,10,1,3,6.4,6,0.08,0.15,0.07,0.06,0,0,1.5,False,6.8,67,0,0,0,True,3,0,0,1,0,2.0,3,0
1,False,14,0,0,4,0,0,1.8,2,0.00,0.04,0.04,0.15,0,0,0.1,False,0.0,14,0,0,0,True,2,0,0,0,0,1.0,1,0
1,False,15,0,3,41,1,1,41.5,8,0.10,0.31,0.21,0.06,0,1,12.3,False,50.6,75,0,0,0,True,4,0,0,1,3,31.0,11,0
1,False,16,0,0,8,0,0,43.1,2,0.04,0.04,0.00,0.15,0,0,5.3,False,9.4,22,0,0,0,True,2,0,0,0,0,0.0,1,0
1,False,17,0,0,5,0,0,1.2,2,0.02,0.16,0.14,0.15,0,0,1.9,False,3.6,14,0,0,0,True,2,0,0,0,0,14.0,1,0
1,False,19,0,0,3,0,0,2.3,3,0.02,0.02,0.00,0.15,0,0,0.6,False,3.8,22,0,0,0,True,2,0,0,0,1,0.0,1,0
1,False,26,0,0,34,1,2,13.2,2,0.03,0.29,0.26,0.20,0,1,7.5,False,37.2,90,0,0,0,True,0,0,0,1,0,25.0,6,0
1,False,29,0,0,1,0,2,0.0,0,0.00,0.00,0.00,3.77,4,0,2.8,False,28.2,90,0,0,0,True,6,0,3,1,0,0.0,1,0
1,False,32,0,0,-8,0,5,1.1,7,0.00,0.00,0.00,3.77,4,0,1.3,False,12.0,90,0,0,0,True,0,0,0,1,2,0.0,-1,1
1,False,33,0,0,5,0,0,0.0,1,0.00,0.00,0.00,0.22,0,0,0.2,False,2.0,16,0,0,0,True,0,0,0,0,1,0.0,1,0
1,False,34,0,0,-14,0,5,0.7,5,0.00,0.00,0.00,3.55,4,0,0.0,False,0.0,73,0,0,0,True,1,0,0,1,0,0.0,0,0
1,False,35,0,0,3,0,1,0.5,1,0.00,0.00,0.00,0.22,0,0,0.3,False,2.2,16,0,0,0,True,0,0,0,0,0,0.0,1,0
1,False,36,0,0,-9,0,7,0.8,9,0.00,0.03,0.03,3.62,4,0,1.3,False,9.2,81,0,0,0,True,2,0,0,1,2,3.0,0,0
1,False,37,0,0,-13,0,3,0.1,3,0.00,0.00,0.00,3.77,4,0,0.2,False,1.8,90,1,0,0,True,1,0,0,1,0,0.0,-2,0
1,False,40,0,1,37,0,0,53.5,7,0.10,1.06,0.96,1.24,2,1,13.1,False,48.8,81,0,0,0,True,5,0,0,1,2,29.0,8,0
1,False,41,0,0,4,0,3,16.3,7,0.09,0.22,0.13,3.62,4,0,2.2,False,0.0,85,0,0,0,True,3,0,0,1,1,8.0,2,0
1,False,42,0,0,3,0,0,1.8,1,0.02,0.05,0.03,0.14,0,0,1.2,False,3.2,27,0,0,0,True,0,0,0,0,1,7.0,1,0
1,False,43,0,0,13,0,0,11.3,5,0.11,0.15,0.04,0.94,2,0,2.0,False,5.0,66,0,0,0,True,5,0,0,1,0,4.0,2,0
1,False,45,0,0,8,0,2,2.4,6,0.01,0.05,0.04,3.62,4,0,0.5,False,1.6,81,0,0,0,True,3,0,0,1,1,1.0,1,1
1,False,46,0,0,11,0,1,21.4,1,0.02,0.12,0.10,3.55,4,0,3.8,False,9.4,73,0,0,0,True,0,0,0,1,0,7.0,2,0
1,False,47,0,0,9,0,3,2.8,7,0.00,0.00,0.00,3.77,4,0,1.4,False,11.2,90,0,0,0,True,2,0,0,1,2,0.0,2,0
1,False,51,0,0,12,0,0,11.6,5,0.00,0.00,0.00,3.77,4,0,2.4,False,10.6,90,0,0,0,True,2,0,0,1,3,2.0,2,0
1,False,52,0,0,5,0,1,0.0,3,0.00,0.00,0.00,0.14,0,0,0.4,False,4.0,8,0,0,0,True,1,0,0,0,1,0.0,1,0
1,False,54,0,0,-2,0,1,11.0,7,0.01,0.01,0.00,2.58,4,0,1.2,False,1.0,39,0,0,0,True,2,1,0,1,4,0.0,-2,0
1,False,57,0,0,13,0,2,0.0,0,0.00,0.00,0.00,2.25,2,0,3.7,False,36.8,90,0,0,0,True,5,0,4,1,0,0.0,2,0
1,False,60,0,0,0,0,5,0.3,6,0.00,0.00,0.00,2.25,2,0,1.2,False,11.6,90,0,0,0,True,1,0,0,1,1,0.0,1,0
1,False,61,0,0,0,0,5,1.3,7,0.00,0.00,0.00,2.25,2,0,1.7,False,15.4,90,0,0,0,True,7,0,0,1,2,0.0,1,0
1,False,64,0,0,4,0,4,0.6,5,0.00,0.00,0.00,2.25,2,0,0.8,False,7.0,90,0,0,0,True,3,0,0,1,1,0.0,1,0
1,False,67,0,0,9,0,1,11.3,1,0.03,0.07,0.04,2.06,1,0,3.5,False,6.2,88,0,0,0,True,0,0,0,1,0,17.0,2,0
1,False,68,0,3,32,0,2,17.2,8,0.08,0.48,0.40,2.25,2,1,7.5,False,40.0,90,0,0,0,True,4,0,0,1,2,18.0,10,0
1,False,69,0,0,17,0,1,4.8,11,0.01,0.01,0.00,2.25,2,0,1.6,False,11.4,90,0,0,0,True,6,0,0,1,4,0.0,2,0
1,False,70,0,0,15,1,1,14.3,9,0.00,0.11,0.11,1.94,0,0,4.2,False,11.0,74,0,0,0,True,5,0,0,1,3,17.0,3,0
1,False,71,0,0,8,1,3,2.1,7,0.00,0.00,0.00,1.94,0,0,0.7,False,4.6,75,0,0,0,True,3,0,0,1,1,0.0,3,0
1,False,72,0,0,3,0,0,0.1,1,0.00,0.00,0.00,0.19,1,0,0.2,False,0.2,1,0,0,0,True,1,0,0,0,0,2.0,1,0
1,False,73,0,0,4,0,3,0.6,3,0.00,0.00,0.00,0.31,2,0,0.4,False,3.6,15,0,0,0,True,0,0,0,0,0,0.0,1,0
1,False,76,0,0,5,0,0,0.6,2,0.00,0.00,0.00,0.31,2,0,0.3,False,2.8,15,0,0,0,True,1,0,0,0,1,0.0,1,0
1,False,79,1,0,17,1,4,11.9,8,0.21,0.21,0.00,1.94,0,0,3.3,False,19.4,74,0,0,0,True,3,0,0,1,1,2.0,4,1
1,False,82,0,0,34,1,0,0.0,0,0.01,0.01,0.00,0.57,0,0,3.1,False,31.4,90,0,0,0,True,5,0,4,1,0,0.0,7,0
1,False,84,0,0,21,1,3,21.5,3,0.04,0.38,0.34,0.57,0,0,5.0,False,11.6,90,0,0,0,True,3,0,0,1,0,17.0,6,0
1,False,86,0,2,37,1,4,15.9,10,0.12,0.89,0.77,0.57,0,1,8.2,False,47.2,90,0,0,0,True,5,0,0,1,1,19.0,10,0
1,False,87,0,0,29,1,8,0.9,10,0.02,0.13,0.11,0.57,0,0,5.6,False,20.0,90,0,0,0,True,3,0,0,1,2,35.0,8,0
1,False,88,0,1,36,1,4,1.5,4,0.00,0.50,0.50,0.47,0,1,8.1,True,33.8,75,0,0,0,True,5,0,0,1,0,46.0,13,0
1,False,90,0,0,2,0,0,0.3,0,0.00,0.00,0.00,0.10,0,0,0.0,False,0.0,14,0,0,0,True,2,0,0,0,0,0.0,1,0
1,False,94,0,0,17,1,1,11.8,9,0.01,0.53,0.52,0.57,0,0,8.5,False,14.4,90,0,0,0,True,5,0,0,1,3,59.0,3,0
1,False,95,0,0,6,1,2,30.8,6,0.29,0.34,0.05,0.47,0,0,4.7,False,1.0,66,0,0,0,True,4,0,0,1,0,15.0,3,0
1,False,96,0,0,6,0,0,26.3,4,0.11,0.11,0.00,0.10,0,0,3.4,False,7.6,14,0,0,0,True,3,0,0,0,1,0.0,1,0
1,False,97,1,0,22,1,0,46.2,5,0.34,0.42,0.08,0.47,0,0,7.2,False,12.6,66,0,0,0,True,3,0,0,1,2,13.0,6,0
1,False,98,0,0,35,1,6,38.8,13,0.17,0.56,0.39,0.57,0,1,11.6,False,53.2,90,0,0,0,True,3,0,0,1,4,24.0,9,1
1,False,102,0,0,7,0,1,0.8,6,0.00,0.04,0.04,0.10,0,0,0.6,False,2.2,23,0,0,0,True,3,0,0,0,2,3.0,1,0
1,False,104,0,0,8,0,3,1.6,9,0.01,0.01,0.00,1.88,3,0,0.5,False,3.6,90,0,0,0,True,5,0,0,1,1,0.0,2,0
1,False,105,0,0,9,0,0,34.9,8,0.35,0.38,0.03,0.10,0,0,4.7,False,10.6,23,0,0,0,True,6,0,0,0,2,1.0,1,0
1,False,106,0,0,-3,1,1,4.0,5,0.08,1.08,1.00,0.50,0,0,1.4,False,2.2,82,0,1,0,True,4,0,0,1,0,8.0,0,0
1,False,108,0,0,4,0,0,10.3,0,0.04,0.07,0.03,0.07,0,0,1.8,False,2.2,7,0,0,0,True,0,0,0,0,0,5.0,1,0
1,False,109,0,0,25,1,0,0.0,0,0.00,0.00,0.00,0.29,0,0,0.7,False,6.6,90,0,0,0,True,4,0,0,1,0,0.0,6,0
1,False,110,0,0,0,0,1,0.0,0,0.01,0.01,0.00,1.88,3,0,1.4,False,14.2,90,0,0,0,True,7,0,2,1,0,0.0,1,0
1,False,112,0,0,3,0,7,2.8,9,0.03,0.03,0.00,3.87,3,0,3.3,False,28.2,90,0,0,0,True,3,0,0,1,2,2.0,1,0
1,False,114,0,0,29,1,5,7.3,6,0.04,0.04,0.00,0.29,0,0,2.9,False,15.2,90,0,0,0,True,4,0,0,1,1,6.0,6,0
1,False,115,1,2,46,1,1,45.3,4,0.21,1.68,1.47,0.29,0,1,12.9,True,40.6,77,0,0,0,True,3,0,0,1,3,43.0,17,0
1,False,116,0,0,24,1,1,6.4,2,0.04,0.04,0.00,0.29,0,0,2.0,False,13.4,90,0,0,0,True,2,0,0,1,1,0.0,6,0
1,False,119,0,0,7,0,3,1.9,4,0.00,0.12,0.12,0.10,0,0,2.8,False,8.2,26,0,0,0,True,0,0,0,0,1,18.0,1,0
1,False,123,0,3,54,1,0,13.4,3,0.02,1.43,1.41,0.19,0,2,14.5,True,72.8,63,0,0,0,True,1,0,0,1,2,59.0,16,0
1,False,124,0,0,18,1,0,56.9,5,0.27,0.27,0.00,0.29,0,0,8.6,False,21.0,90,0,0,0,True,2,0,0,1,3,8.0,2,1
1,False,125,1,0,22,1,1,11.4,7,0.44,0.52,0.08,0.29,0,0,4.6,False,19.8,90,0,0,0,True,4,0,0,1,2,15.0,5,0
1,False,127,1,0,27,1,2,25.1,6,0.48,0.66,0.18,0.29,0,0,9.9,False,33.0,85,0,0,0,True,1,0,0,1,3,41.0,6,0
1,False,129,0,0,8,1,1,15.0,4,0.03,0.14,0.11,0.19,0,0,1.7,False,0.0,63,0,0,0,True,3,0,0,1,0,6.0,2,1
1,False,130,0,1,32,1,4,26.3,8,0.05,0.14,0.09,0.29,0,0,4.9,False,16.6,77,0,0,0,True,5,0,0,1,4,6.0,7,0
1,False,135,0,0,3,0,0,1.3,0,0.03,0.03,0.00,0.00,0,0,0.2,False,0.2,12,0,0,0,True,0,0,0,0,0,0.0,1,0
1,False,138,0,0,-1,0,0,0.4,2,0.00,0.18,0.18,0.10,0,0,0.9,False,0.0,26,0,0,0,True,1,0,0,0,1,10.0,1,0
1,False,140,0,0,6,0,1,0.0,0,0.01,0.01,0.00,1.33,2,0,2.1,False,21.4,90,0,0,0,True,5,0,4,1,0,0.0,2,0
1,False,142,0,0,5,0,6,16.8,6,0.07,0.17,0.10,1.33,2,0,5.9,False,23.4,90,0,0,0,True,4,0,0,1,0,19.0,0,1
1,False,144,0,0,2,0,2,9.8,3,0.03,0.03,0.00,1.11,2,0,2.3,False,7.2,75,0,0,0,True,4,0,0,1,1,6.0,1,0
1,False,148,0,0,5,0,1,12.3,3,0.03,0.04,0.01,1.05,2,0,3.2,False,8.4,64,0,0,0,True,2,0,0,1,2,11.0,1,0
1,False,149,0,0,6,0,2,1.6,4,0.03,0.04,0.01,1.33,2,0,1.5,False,6.0,90,0,0,0,True,3,0,0,1,2,7.0,0,1
1,False,151,0,0,13,0,10,2.2,15,0.01,0.01,0.00,1.33,2,0,3.7,False,33.2,90,0,0,0,True,6,0,0,1,5,2.0,3,0
1,False,154,1,3,60,0,0,41.3,9,0.19,0.47,0.28,1.24,2,1,16.1,True,65.2,82,0,0,0,True,7,0,0,1,2,54.0,13,0
1,False,155,0,0,6,0,0,12.0,3,0.02,0.02,0.00,0.28,0,0,1.5,False,3.4,25,0,0,0,True,3,0,0,0,0,0.0,1,0
1,False,156,0,0,9,0,0,4.1,4,0.07,0.10,0.03,0.22,0,0,1.3,False,5.2,14,0,0,0,True,3,0,0,0,1,4.0,1,0
1,False,157,0,0,3,0,0,0.4,1,0.00,0.00,0.00,0.09,0,0,0.1,False,0.2,7,0,0,0,True,1,0,0,0,0,0.0,1,0
1,False,160,0,0,2,0,0,0.0,0,0.00,0.00,0.00,0.14,0,0,0.0,False,0.0,4,0,0,0,True,0,0,0,0,0,0.0,1,0
1,False,161,0,0,8,0,2,21.9,9,0.03,0.24,0.21,1.05,2,0,6.9,False,13.6,64,0,0,0,True,4,0,0,1,3,33.0,1,1
1,False,162,0,0,17,0,3,4.2,9,0.23,0.23,0.00,0.94,2,0,1.8,False,11.4,66,0,0,0,True,5,0,0,1,1,2.0,2,0
1,False,164,0,0,2,0,1,0.3,1,0.00,0.00,0.00,0.09,0,0,0.4,False,1.2,8,0,0,0,True,0,0,0,0,0,2.0,1,0
1,False,165,1,2,45,0,1,23.0,3,0.06,0.69,0.63,1.33,2,1,11.1,True,51.2,90,0,0,0,True,2,0,0,1,0,37.0,11,0
1,False,173,0,0,11,0,9,11.2,10,0.01,0.03,0.02,1.88,3,0,3.5,False,23.2,90,0,0,0,True,2,0,0,1,1,1.0,3,0
1,False,175,0,0,-8,0,6,2.0,7,0.01,0.01,0.00,1.88,3,0,1.5,False,10.6,90,0,0,0,True,3,0,0,1,1,2.0,1,0
1,False,176,0,0,-4,0,6,3.8,6,0.02,0.02,0.00,1.88,3,0,1.8,False,13.8,90,0,0,0,True,1,0,0,1,0,0.0,1,0
1,False,182,0,0,1,0,9,0.8,9,0.01,0.01,0.00,1.88,3,0,3.0,False,28.8,90,0,0,0,True,4,0,0,1,0,0.0,1,0
1,False,183,0,0,3,0,0,3.8,5,0.00,0.15,0.15,0.29,0,0,2.6,False,5.6,20,0,0,0,True,4,0,0,0,1,17.0,1,0
1,False,184,0,0,14,0,4,3.7,7,0.01,0.01,0.00,1.88,3,0,1.7,False,13.4,90,0,0,0,True,3,0,0,1,0,0.0,2,0
1,False,188,0,0,8,0,1,16.4,1,0.11,0.11,0.00,0.32,0,0,2.3,False,6.8,28,0,0,0,True,0,0,0,0,0,0.0,1,0
1,False,190,0,0,11,0,3,6.0,8,0.02,0.06,0.04,1.76,3,0,1.1,False,1.8,81,0,0,0,True,5,0,0,1,0,3.0,2,0
1,False,194,0,0,9,0,5,1.1,6,0.02,0.02,0.00,1.60,3,0,0.6,False,4.6,69,0,0,0,True,1,0,0,1,0,0.0,2,0
1,False,195,0,0,7,0,1,12.3,3,0.01,0.01,0.00,1.60,3,0,1.7,False,2.6,69,0,0,0,True,2,0,0,1,0,2.0,2,0
1,False,198,0,0,14,0,3,0.0,0,0.00,0.00,0.00,1.12,2,0,2.8,False,28.2,90,0,0,0,True,13,0,3,1,0,0.0,2,0
1,False,200,1,0,25,0,7,11.2,12,0.20,0.20,0.00,1.33,2,0,5.7,False,44.2,90,0,0,0,True,2,0,0,1,5,2.0,6,0
1,False,201,0,0,-4,0,3,1.8,4,0.01,0.24,0.23,0.84,2,0,2.4,False,1.2,54,0,0,0,True,1,0,0,1,1,21.0,0,0
1,False,202,0,0,13,0,14,0.7,16,0.00,0.00,0.00,1.12,2,0,4.3,False,42.6,90,0,0,0,True,1,0,0,1,2,0.0,3,0
1,False,203,0,0,9,0,4,5.7,8,0.01,0.06,0.05,1.12,2,0,3.8,False,27.4,90,0,0,0,True,3,0,0,1,4,5.0,1,0
1,False,204,0,0,9,0,3,13.8,5,0.01,0.01,0.00,1.12,2,0,2.7,False,11.6,90,0,0,0,True,4,0,0,1,2,2.0,1,0
1,False,206,0,0,7,0,6,1.3,7,0.01,0.01,0.00,0.98,2,0,1.4,False,12.6,72,0,0,0,True,3,0,0,1,1,0.0,1,0
1,False,209,0,0,3,0,2,0.3,2,0.00,0.00,0.00,0.29,0,0,0.4,False,4.0,6,0,0,0,True,0,0,0,0,0,0.0,1,0
1,False,210,0,0,20,0,4,30.9,14,0.24,0.24,0.00,1.12,2,0,4.8,False,16.8,90,0,0,0,True,8,0,0,1,2,0.0,4,0
1,False,211,0,0,4,0,0,6.3,5,0.02,0.08,0.06,0.27,0,0,1.4,False,2.0,35,0,0,0,True,3,0,0,0,2,6.0,1,0
1,False,214,0,0,25,0,3,29.3,14,0.27,0.27,0.00,1.12,2,0,5.0,False,20.4,90,0,0,0,True,8,0,0,1,3,0.0,3,1
1,False,222,0,0,3,0,0,3.5,0,0.01,0.26,0.25,0.14,0,0,2.2,False,1.0,27,0,0,0,True,0,0,0,0,0,17.0,1,0
1,False,223,0,0,-3,0,1,12.3,5,0.02,0.72,0.70,0.98,2,0,2.5,False,1.4,62,0,0,0,True,2,0,0,1,2,11.0,2,0
1,False,224,0,0,12,0,1,24.5,3,0.58,1.18,0.60,0.84,2,0,5.8,False,10.4,55,0,0,0,True,1,0,0,1,1,23.0,1,0
1,False,226,0,0,34,1,0,0.0,0,0.02,0.02,0.00,1.96,0,0,3.2,False,31.8,90,0,0,0,True,12,0,4,1,0,0.0,7,0
1,False,229,0,0,25,1,8,0.8,9,0.00,0.05,0.05,1.96,0,0,2.0,False,15.2,90,0,0,0,True,4,0,0,1,1,4.0,6,0
1,False,230,0,0,27,1,6,0.8,8,0.01,0.01,0.00,1.96,0,0,2.5,False,18.6,90,0,0,0,True,2,0,0,1,2,6.0,6,0
1,False,233,0,0,27,1,4,13.8,4,0.05,0.05,0.00,1.96,0,0,2.9,False,12.8,90,0,0,0,True,4,0,0,1,0,2.0,6,0
1,False,236,0,3,40,1,1,28.3,8,0.17,0.29,0.12,1.92,0,1,9.8,False,42.8,90,0,0,0,True,5,0,0,1,2,27.0,11,0
1,False,237,1,1,36,1,0,39.8,12,0.32,0.56,0.24,1.96,0,0,12.9,False,40.8,90,0,0,0,True,8,0,0,1,4,48.0,9,0
1,False,238,0,0,2,0,0,0.6,1,0.00,0.00,0.00,0.00,0,0,0.2,False,1.0,8,0,0,0,True,0,0,0,0,1,0.0,1,0
1,False,239,0,0,6,0,0,11.8,1,0.03,0.03,0.00,0.34,0,0,1.9,False,4.8,11,0,0,0,True,0,0,0,0,1,2.0,1,0
1,False,241,0,0,11,0,3,4.7,5,0.02,0.07,0.05,0.98,2,0,1.6,False,9.6,62,0,0,0,True,2,0,0,1,0,2.0,2,0
1,False,242,0,0,13,1,3,23.4,7,0.08,0.26,0.18,1.67,0,0,5.5,False,7.0,83,0,0,0,True,4,0,0,1,0,25.0,3,0
1,False,243,0,0,7,0,0,0.3,3,0.00,0.02,0.02,0.04,0,0,2.2,False,5.0,1,0,0,0,True,2,0,0,0,1,17.0,1,0
1,False,244,1,0,25,1,3,14.7,16,0.04,0.04,0.00,1.96,0,0,4.8,False,28.8,90,0,0,0,True,11,0,0,1,2,4.0,8,0
1,False,246,0,0,12,1,2,13.0,9,0.06,0.06,0.00,1.96,0,0,2.9,False,13.8,90,0,0,0,True,5,0,0,1,2,2.0,3,0
1,False,247,0,0,16,1,1,12.2,7,0.01,0.02,0.01,1.62,0,0,2.6,False,8.6,78,0,0,0,True,4,0,0,1,2,5.0,3,0
1,False,248,0,0,3,0,0,0.0,0,0.00,0.05,0.05,0.34,0,0,0.2,False,0.0,11,0,0,0,True,0,0,0,0,0,2.0,1,0
1,False,249,0,2,37,1,0,19.0,3,0.09,0.54,0.45,1.62,0,1,9.8,False,38.0,78,0,0,0,True,2,0,0,1,1,41.0,8,0
1,False,250,0,0,11,0,1,0.0,0,0.00,0.00,0.00,2.24,3,0,3.0,False,29.6,90,0,0,0,True,9,0,3,1,0,0.0,2,0
1,False,254,0,0,4,0,4,25.2,7,0.04,0.17,0.13,2.21,3,0,5.0,False,21.6,81,0,0,0,True,5,0,0,1,3,3.0,1,0
1,False,255,0,0,7,0,9,21.3,10,0.03,0.03,0.00,2.24,3,0,5.4,False,32.8,90,0,0,0,True,3,0,0,1,1,0.0,3,0
1,False,257,0,0,1,0,3,3.8,4,0.02,0.04,0.02,2.24,3,0,2.0,False,13.8,90,0,0,0,True,4,0,0,1,1,2.0,0,1
1,False,258,2,0,21,0,5,27.8,6,0.18,0.27,0.09,2.24,3,0,8.9,False,38.0,90,0,0,0,True,4,0,0,1,1,23.0,6,1
1,False,259,0,0,7,0,4,0.8,5,0.01,0.01,0.00,0.66,1,0,1.0,False,7.2,90,0,0,0,True,6,0,0,1,1,2.0,2,0
1,False,260,0,0,8,1,0,15.3,2,0.02,0.02,0.00,0.53,0,0,2.6,False,6.2,65,0,0,0,True,0,0,0,1,2,4.0,3,0
1,False,261,0,0,17,0,3,11.3,10,0.04,0.04,0.00,2.24,3,0,2.4,False,12.4,90,0,0,0,True,6,0,0,1,1,0.0,2,0
1,False,263,0,0,2,0,0,1.9,3,0.01,0.01,0.00,0.03,0,0,0.7,False,5.2,17,0,0,0,True,1,0,0,0,2,0.0,1,0
1,False,264,0,0,10,0,1,13.8,6,0.26,0.26,0.00,2.21,3,0,3.0,False,9.8,66,0,0,0,True,2,0,0,1,3,6.0,2,0
1,False,265,0,0,14,0,1,23.1,4,0.03,0.06,0.03,2.21,3,0,4.4,False,13.6,72,0,0,0,True,2,0,0,1,1,7.0,2,0
1,False,267,1,0,22,0,2,14.8,6,0.02,0.02,0.00,0.66,1,0,4.0,False,23.4,90,0,0,0,True,3,0,0,1,1,2.0,5,0
1,False,268,0,0,34,0,2,15.6,8,0.04,0.21,0.17,2.24,3,1,9.8,False,41.6,90,0,0,0,True,4,0,0,1,2,41.0,7,0
1,False,269,0,0,7,0,1,0.5,1,0.00,0.03,0.03,0.03,0,0,2.6,False,6.6,17,0,0,0,True,1,0,0,0,0,19.0,1,0
1,False,271,0,0,6,0,1,11.5,1,0.00,0.02,0.02,0.03,0,0,2.5,False,6.0,8,0,0,0,True,0,0,0,0,0,7.0,1,0
1,False,277,0,0,27,1,20,0.1,21,0.00,0.00,0.00,1.83,0,0,4.6,False,43.4,90,0,0,0,True,3,0,0,1,1,2.0,8,0
1,False,279,0,2,39,1,7,0.2,7,0.00,0.52,0.52,0.86,0,1,7.9,True,44.2,63,0,0,0,True,3,0,0,1,0,35.0,14,0
1,False,280,0,0,23,1,1,11.3,2,0.01,0.01,0.00,1.16,0,0,1.7,False,5.8,69,0,0,0,True,3,0,0,1,1,0.0,6,0
1,False,281,0,0,4,0,2,0.0,3,0.00,0.05,0.05,0.67,0,0,0.3,False,2.2,20,0,0,0,True,2,0,0,0,1,1.0,1,0
1,False,282,0,0,24,1,5,18.8,6,0.07,0.09,0.02,1.76,0,0,3.7,False,13.8,84,0,0,0,True,1,0,0,1,1,4.0,6,0
1,False,285,0,0,3,0,2,0.0,2,0.00,0.00,0.00,0.96,0,0,0.4,False,4.2,26,0,0,0,True,1,0,0,0,0,0.0,1,0
1,False,286,0,0,8,1,3,2.2,10,0.03,0.08,0.05,1.83,0,0,2.0,False,10.6,90,0,0,0,True,3,0,0,1,4,7.0,3,0
1,False,287,0,0,2,0,1,0.3,3,0.00,0.00,0.00,0.67,0,0,0.4,False,2.0,19,0,0,0,True,1,0,0,0,1,2.0,0,1
1,False,289,0,0,9,1,4,2.4,9,0.00,0.00,0.00,1.83,0,0,2.1,False,19.0,90,0,0,0,True,1,0,0,1,4,0.0,2,1
1,False,290,1,0,20,1,0,19.3,3,0.44,0.44,0.00,1.83,0,0,3.8,False,18.4,90,0,0,0,True,2,0,0,1,1,0.0,6,0
1,False,295,1,0,21,1,3,21.1,5,0.01,0.17,0.16,1.83,0,0,9.0,False,17.2,90,0,0,0,True,2,0,0,1,0,52.0,5,0
1,False,304,0,0,16,0,16,24.5,18,0.16,0.16,0.00,0.66,1,0,7.5,False,48.0,90,0,0,0,True,6,0,0,1,2,2.0,4,0
1,False,305,0,0,10,0,7,2.3,7,0.01,0.01,0.00,0.66,1,0,1.8,False,15.2,90,0,0,0,True,4,0,0,1,0,0.0,2,0
1,False,306,0,0,12,0,4,1.3,7,0.00,0.00,0.00,0.66,1,0,1.8,False,16.4,90,0,0,0,True,1,0,0,1,3,0.0,2,0
1,False,309,0,0,26,0,4,7.3,12,0.03,0.06,0.03,0.63,1,0,2.4,False,13.0,79,0,0,0,True,6,0,0,1,2,4.0,4,0
1,False,313,0,1,27,0,0,0.6,2,0.00,0.10,0.10,0.03,0,1,5.2,False,33.6,19,0,0,0,True,1,0,0,0,1,18.0,7,0
1,False,315,0,0,22,0,1,28.4,7,0.41,0.41,0.00,0.63,1,0,5.5,False,18.6,65,0,0,0,True,2,0,0,1,4,8.0,2,0
1,False,316,0,3,41,0,1,26.3,3,0.06,0.88,0.82,0.63,1,1,11.2,False,45.6,65,0,0,0,True,1,0,0,1,1,40.0,9,0
1,False,320,0,0,3,0,0,0.0,3,0.00,0.00,0.00,0.03,0,0,0.3,False,1.4,24,0,0,0,True,2,0,0,0,1,2.0,1,0
1,False,321,0,0,3,0,0,0.1,0,0.00,0.00,0.00,0.03,0,0,0.0,False,0.0,10,0,0,0,True,0,0,0,0,0,0.0,1,0
1,False,323,0,0,4,0,0,1.3,3,0.00,0.00,0.00,0.03,0,0,0.3,False,1.2,24,0,0,0,True,2,0,0,0,1,0.0,1,0
1,False,327,0,2,28,1,11,0.4,12,0.00,0.11,0.11,0.66,0,0,3.9,False,23.6,90,0,0,0,True,5,0,0,1,1,15.0,10,0
1,False,329,0,0,21,1,6,14.4,7,0.06,0.09,0.03,0.66,0,0,3.4,False,14.4,90,0,0,0,True,1,0,0,1,1,5.0,6,0
1,False,330,0,0,24,1,2,1.1,3,0.00,0.00,0.00,0.66,0,0,0.8,False,7.0,90,0,0,0,True,3,0,0,1,1,0.0,6,0
1,False,332,0,2,28,1,6,2.3,12,0.01,0.01,0.00,0.66,0,0,2.9,False,24.6,90,0,0,0,True,4,0,0,1,6,2.0,10,0
1,False,334,0,0,25,1,7,0.6,7,0.00,0.09,0.09,0.66,0,0,3.3,False,15.6,90,0,0,0,True,1,0,0,1,0,17.0,6,0
