gw,provisional,id,assists,bonus,bps,clean_sheets,clearances_blocks_interceptions,creativity,defensive_contribution,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,goals_conceded,goals_scored,ict_index,in_dreamteam,influence,minutes,own_goals,penalties_missed,penalties_saved,played,recoveries,red_cards,saves,starts,tackles,threat,total_points,yellow_cards
4,True,362,0,3,36,1,4,0.0,5,0.02,0.02,0.00,0.70,0,0,0.0,False,0.0,90,0,0,0,True,5,0,0,1,1,0.0,9,0
4,True,364,0,0,2,0,2,0.0,3,0.01,0.01,0.00,0.40,0,0,0.0,False,0.0,45,0,0,0,True,3,0,0,1,1,0.0,1,0
4,True,366,0,0,14,1,2,0.0,9,0.06,0.17,0.11,0.70,0,0,0.0,False,0.0,90,0,0,0,True,6,0,0,1,1,0.0,3,0
4,True,367,0,0,3,0,0,0.0,2,0.02,0.10,0.08,0.16,0,0,0.0,False,0.0,30,0,0,0,True,2,0,0,0,0,0.0,1,0
4,True,368,0,0,25,1,3,0.0,6,0.28,0.40,0.12,0.70,0,0,0.0,False,0.0,90,0,0,0,True,3,0,0,1,0,0.0,3,0
4,True,369,0,0,-1,0,1,0.0,1,0.00,0.11,0.11,0.10,0,0,0.0,False,0.0,18,0,0,0,True,0,0,0,0,0,0.0,1,0
4,True,371,0,0,13,0,7,0.0,10,0.01,0.05,0.04,0.54,0,0,0.0,False,0.0,59,0,0,0,True,1,0,0,1,2,0.0,1,0
4,True,372,0,0,7,0,2,0.0,4,0.02,0.04,0.02,0.16,0,0,0.0,False,0.0,30,0,0,0,True,1,0,0,0,1,0.0,1,0
4,True,377,0,0,5,0,0,0.0,2,0.00,0.10,0.10,0.54,0,0,0.0,False,0.0,59,0,0,0,True,2,0,0,1,0,0.0,1,0
4,True,379,0,0,5,1,0,0.0,1,0.00,0.50,0.50,0.70,0,0,0.0,False,0.0,90,0,0,0,True,1,0,0,1,0,0.0,2,0
4,True,384,0,0,29,1,0,0.0,0,0.00,0.00,0.00,1.00,0,0,0.0,False,0.0,90,0,0,0,True,10,0,3,1,0,0.0,7,0
4,True,385,0,0,17,0,4,0.0,0,0.00,0.00,0.00,0.88,1,0,0.0,False,0.0,90,0,0,0,True,8,0,4,1,0,0.0,3,0
4,True,387,0,0,3,0,0,0.0,0,0.00,0.00,0.00,0.50,0,0,0.0,False,0.0,8,0,0,0,True,1,0,0,0,0,0.0,1,0
4,True,388,0,0,27,1,7,0.0,7,0.00,0.00,0.00,1.00,0,0,0.0,False,0.0,90,0,0,0,True,3,0,0,1,0,0.0,6,0
4,True,389,0,1,34,1,9,0.0,11,0.01,0.01,0.00,1.00,0,0,0.0,False,0.0,90,0,0,0,True,8,0,0,1,2,0.0,9,0
4,True,390,0,0,24,1,7,0.0,7,0.00,0.00,0.00,1.00,0,0,0.0,False,0.0,90,0,0,0,True,2,0,0,1,0,0.0,6,0
4,True,391,1,3,36,1,3,0.0,7,0.00,0.02,0.02,1.00,0,0,0.0,False,0.0,90,0,0,0,True,3,0,0,1,4,0.0,11,1
4,True,397,0,0,7,1,0,0.0,3,0.06,0.06,0.00,1.00,0,0,0.0,False,0.0,90,0,0,0,True,2,0,0,1,1,0.0,3,0
4,True,398,0,0,-4,0,0,0.0,0,0.02,0.02,0.00,0.10,0,0,0.0,False,0.0,22,0,0,0,True,0,1,0,1,0,0.0,-2,0
4,True,399,0,0,4,0,1,0.0,1,0.06,0.09,0.03,0.20,0,0,0.0,False,0.0,45,0,0,0,True,0,0,0,1,0,0.0,1,0
4,True,401,0,0,9,1,0,0.0,5,0.03,0.05,0.02,1.08,0,0,0.0,False,0.0,76,0,0,0,True,5,0,0,1,0,0.0,2,0
4,True,403,0,0,22,1,1,0.0,6,0.26,0.36,0.10,1.11,0,0,0.0,False,0.0,90,0,0,0,True,5,0,0,1,0,0.0,3,0
4,True,405,0,0,3,0,0,0.0,1,0.00,0.00,0.00,0.27,0,0,0.0,False,0.0,18,0,0,0,True,1,0,0,1,0,0.0,1,0
4,True,411,0,3,36,1,0,0.0,3,0.01,0.88,0.87,1.00,0,1,0.0,False,0.0,90,0,0,0,True,3,0,0,1,0,0.0,9,0
4,True,412,0,0,5,0,1,0.0,0,0.00,0.00,0.00,1.10,1,0,0.0,False,0.0,90,0,0,0,True,5,0,1,1,0,0.0,2,0
4,True,415,0,0,19,0,3,0.0,12,0.03,0.03,0.00,1.10,1,0,0.0,False,0.0,90,0,0,0,True,3,0,0,1,6,0.0,4,0
4,True,417,0,0,9,0,2,0.0,3,0.05,0.07,0.02,1.10,1,0,0.0,False,0.0,90,0,0,0,True,9,0,0,1,1,0.0,2,0
4,True,418,0,0,4,0,4,0.0,5,0.01,0.13,0.12,1.10,1,0,0.0,False,0.0,90,0,0,0,True,6,0,0,1,1,0.0,1,1
4,True,419,0,0,14,0,3,0.0,6,0.08,0.11,0.03,1.10,1,0,0.0,False,0.0,90,0,0,0,True,5,0,0,1,3,0.0,2,0
4,True,426,0,0,17,0,1,0.0,7,0.33,0.36,0.03,1.10,1,0,0.0,False,0.0,90,0,0,0,True,4,0,0,1,2,0.0,2,0
4,True,427,0,0,9,0,1,0.0,5,0.08,0.57,0.49,1.10,1,0,0.0,False,0.0,90,0,0,0,True,3,0,0,1,1,0.0,2,0
4,True,428,0,0,8,0,0,0.0,2,0.03,0.14,0.11,1.10,1,0,0.0,False,0.0,90,0,0,0,True,1,0,0,1,1,0.0,2,0
4,True,429,0,0,6,0,2,0.0,5,0.08,0.20,0.12,1.08,1,0,0.0,False,0.0,82,0,0,0,True,2,0,0,1,1,0.0,2,0
4,True,432,0,0,20,0,4,0.0,13,0.07,0.10,0.03,1.10,1,0,0.0,False,0.0,90,0,0,0,True,9,0,0,1,0,0.0,4,0
4,True,439,0,0,4,0,0,0.0,2,0.00,0.06,0.06,0.57,0,0,0.0,False,0.0,23,0,0,0,True,2,0,0,0,0,0.0,1,0
4,True,440,0,0,4,0,1,0.0,3,0.01,0.01,0.00,0.02,0,0,0.0,False,0.0,7,0,0,0,True,2,0,0,0,0,0.0,1,0
4,True,445,0,0,-6,0,11,0.0,11,0.00,0.00,0.00,2.08,4,0,0.0,False,0.0,90,0,0,0,True,1,0,0,1,0,0.0,2,0
4,True,447,0,0,2,0,15,0.0,17,0.00,0.00,0.00,2.08,4,0,0.0,False,0.0,90,0,0,0,True,4,0,0,1,2,0.0,2,0
4,True,449,0,0,9,0,2,0.0,6,0.01,0.03,0.02,2.08,4,0,0.0,False,0.0,90,0,0,0,True,4,0,0,1,4,0.0,0,0
4,True,450,1,0,9,0,1,0.0,3,0.01,0.01,0.00,0.16,1,0,0.0,False,0.0,32,0,0,0,True,4,0,0,0,2,0.0,3,1
4,True,452,0,1,29,0,1,0.0,3,0.14,0.23,0.09,1.57,0,1,0.0,False,0.0,45,0,0,0,True,1,0,0,0,1,0.0,7,0
4,True,453,0,0,13,0,3,0.0,6,0.31,0.60,0.29,2.08,4,0,0.0,False,0.0,90,0,0,0,True,3,0,0,1,0,0.0,2,0
4,True,455,0,0,16,1,5,0.0,11,0.31,0.40,0.09,1.11,0,0,0.0,False,0.0,90,0,0,0,True,6,0,0,1,0,0.0,3,0
4,True,457,0,0,2,0,0,0.0,4,0.14,0.14,0.00,1.91,3,0,0.0,False,0.0,56,0,0,0,True,3,0,0,1,1,0.0,0,1
4,True,459,0,0,9,0,3,0.0,10,0.03,0.03,0.00,1.97,4,0,0.0,False,0.0,79,1,0,0,True,6,0,0,1,1,0.0,0,0
4,True,460,0,0,8,0,1,0.0,4,0.06,0.18,0.12,0.16,1,0,0.0,False,0.0,32,0,0,0,True,2,0,0,0,1,0.0,1,0
4,True,461,0,0,24,0,0,0.0,2,0.01,0.29,0.28,0.16,1,1,0.0,False,0.0,33,0,0,0,True,2,0,0,0,0,0.0,6,0
4,True,462,0,0,14,0,3,0.0,7,0.03,0.03,0.00,1.81,4,0,0.0,False,0.0,71,0,0,0,True,2,0,0,0,2,0.0,2,0
4,True,464,0,0,3,0,2,0.0,5,0.00,0.16,0.16,2.08,4,0,0.0,False,0.0,90,0,0,0,True,2,0,0,1,1,0.0,2,0
4,True,467,0,0,19,0,2,0.0,0,0.00,0.00,0.00,0.82,1,0,0.0,False,0.0,90,0,0,0,True,11,0,5,1,0,0.0,3,0
4,True,469,0,0,9,0,2,0.0,3,0.16,0.36,0.20,0.82,1,0,0.0,False,0.0,90,0,0,0,True,1,0,0,1,1,0.0,2,0
4,True,472,1,0,18,0,10,0.0,12,0.01,0.01,0.00,0.82,1,0,0.0,False,0.0,90,0,0,0,True,6,0,0,1,2,0.0,6,1
4,True,473,0,0,11,0,5,0.0,8,0.01,0.01,0.00,0.82,1,0,0.0,False,0.0,90,0,0,0,True,2,0,0,1,3,0.0,2,0
4,True,480,1,3,42,0,0,0.0,4,0.91,1.07,0.16,0.82,1,0,0.0,False,0.0,90,0,0,0,True,3,0,0,1,1,0.0,8,0
4,True,481,0,0,18,1,5,0.0,14,0.01,0.01,0.00,1.00,0,0,0.0,False,0.0,90,0,0,0,True,6,0,0,1,3,0.0,5,0
4,True,483,0,0,1,0,0,0.0,2,0.25,0.95,0.70,0.73,1,0,0.0,False,0.0,74,0,0,0,True,2,0,0,1,0,0.0,1,1
4,True,486,0,0,18,0,4,0.0,12,0.38,0.41,0.03,0.73,1,0,0.0,False,0.0,81,0,0,0,True,5,0,0,1,3,0.0,3,1
4,True,488,0,0,2,0,1,0.0,2,0.01,0.07,0.06,0.09,0,0,0.0,False,0.0,8,0,0,0,True,0,0,0,0,1,0.0,1,0
4,True,490,0,0,3,0,0,0.0,0,0.00,0.00,0.00,0.09,0,0,0.0,False,0.0,1,0,0,0,True,0,0,0,0,0,0.0,1,0
4,True,491,0,2,34,0,0,0.0,3,0.01,0.14,0.13,0.09,0,1,0.0,False,0.0,15,0,0,0,True,3,0,0,0,0,0.0,7,0
4,True,492,0,0,-5,0,0,0.0,2,0.01,0.07,0.06,1.37,5,0,0.0,False,0.0,52,0,0,0,True,1,1,0,1,1,0.0,-2,0
4,True,496,0,0,29,1,4,0.0,0,0.00,0.00,0.00,1.11,0,0,0.0,False,0.0,90,0,0,0,True,3,0,3,1,0,0.0,7,0
4,True,501,0,0,6,0,4,0.0,4,0.08,0.08,0.00,1.88,2,0,0.0,False,0.0,90,0,0,0,True,3,0,0,1,0,0.0,1,0
4,True,502,0,1,30,1,2,0.0,2,0.09,0.16,0.07,1.11,0,0,0.0,False,0.0,90,0,0,0,True,3,0,0,1,0,0.0,7,0
4,True,503,0,0,27,1,6,0.0,6,0.02,0.02,0.00,1.11,0,0,0.0,False,0.0,90,0,0,0,True,4,0,0,1,0,0.0,6,0
4,True,504,0,0,27,1,8,0.0,9,0.01,0.12,0.11,1.11,0,0,0.0,False,0.0,77,0,0,0,True,4,0,0,1,1,0.0,6,0
4,True,512,0,0,8,0,0,0.0,2,0.05,0.05,0.00,0.44,0,0,0.0,False,0.0,27,0,0,0,True,1,0,0,0,1,0.0,1,0
4,True,514,0,0,3,0,0,0.0,0,0.09,0.10,0.01,0.44,0,0,0.0,False,0.0,27,0,0,0,True,0,0,0,0,0,0.0,1,0
4,True,515,0,0,3,0,2,0.0,3,0.01,0.01,0.00,0.03,0,0,0.0,False,0.0,13,0,0,0,True,1,0,0,0,0,0.0,1,0
4,True,516,0,0,15,1,5,0.0,10,0.04,0.04,0.00,0.67,0,0,0.0,False,0.0,62,0,0,0,True,2,0,0,1,3,0.0,3,0
4,True,520,0,0,8,0,1,0.0,4,0.25,0.31,0.06,0.44,0,0,0.0,False,0.0,27,0,0,0,True,2,0,0,0,1,0.0,1,0
4,True,522,0,0,13,1,4,0.0,11,0.03,0.12,0.09,1.08,0,0,0.0,False,0.0,84,0,0,0,True,5,0,0,1,2,0.0,3,0
4,True,525,0,0,15,1,0,0.0,4,0.03,0.14,0.11,0.67,0,0,0.0,False,0.0,62,0,0,0,True,2,0,0,1,2,0.0,3,0
4,True,526,0,0,4,1,0,0.0,2,0.01,0.01,0.00,0.67,0,0,0.0,False,0.0,62,0,0,0,True,2,0,0,1,0,0.0,2,0
4,True,529,0,0,9,0,1,0.0,0,0.00,0.00,0.00,1.88,2,0,0.0,False,0.0,90,0,0,0,True,3,0,3,1,0,0.0,2,0
4,True,532,0,0,0,0,5,0.0,6,0.01,0.09,0.08,1.88,2,0,0.0,False,0.0,90,0,0,0,True,3,0,0,1,1,0.0,0,1
4,True,533,0,0,-5,0,3,0.0,6,0.02,0.72,0.70,1.88,2,0,0.0,False,0.0,90,0,0,0,True,3,0,0,1,3,0.0,0,1
4,True,536,0,0,-12,0,6,0.0,7,0.01,0.01,0.00,1.09,2,0,0.0,False,0.0,90,0,0,0,True,3,1,0,1,1,0.0,-2,0
4,True,541,0,0,5,0,2,0.0,2,0.00,0.13,0.13,1.09,1,0,0.0,False,0.0,75,0,0,0,True,4,0,0,1,0,0.0,2,0
4,True,542,0,0,6,0,0,0.0,4,0.59,1.44,0.85,1.88,2,0,0.0,False,0.0,90,0,1,0,True,4,0,0,1,0,0.0,0,0
4,True,544,0,0,19,0,2,0.0,11,0.37,0.37,0.00,1.88,2,0,0.0,False,0.0,90,0,0,0,True,8,0,0,1,1,0.0,1,1
4,True,545,0,0,11,0,4,0.0,10,0.00,0.04,0.04,1.88,2,0,0.0,False,0.0,90,0,0,0,True,3,0,0,1,3,0.0,2,0
4,True,551,0,0,7,0,0,0.0,3,0.00,0.00,0.00,0.81,1,0,0.0,False,0.0,69,0,0,0,True,1,0,0,1,2,0.0,2,0
4,True,552,0,0,4,0,0,0.0,4,0.01,0.01,0.00,1.88,2,0,0.0,False,0.0,90,0,0,0,True,4,0,0,1,0,0.0,1,1
4,True,553,0,0,1,0,0,0.0,1,0.00,0.00,0.00,1.07,1,0,0.0,False,0.0,20,0,0,0,True,0,0,0,0,1,0.0,1,0
4,True,557,0,0,10,1,1,0.0,3,0.13,0.13,0.00,1.41,0,0,0.0,False,0.0,80,0,0,0,True,1,0,0,1,1,0.0,3,0
4,True,558,0,0,18,0,3,0.0,16,0.02,0.08,0.06,0.82,1,0,0.0,False,0.0,90,0,0,0,True,7,0,0,1,6,0.0,3,1
4,True,559,0,0,4,0,0,0.0,2,0.00,0.00,0.00,0.11,0,0,0.0,False,0.0,10,0,0,0,True,1,0,0,0,1,0.0,1,0
4,True,562,0,0,1,0,0,0.0,0,0.00,0.00,0.00,0.41,1,0,0.0,False,0.0,27,0,0,0,True,0,0,0,0,0,0.0,1,0
4,True,564,0,0,6,0,3,0.0,0,0.00,0.00,0.00,0.62,2,0,0.0,False,0.0,90,0,0,0,True,9,0,2,1,0,0.0,1,0
4,True,565,0,0,19,0,1,0.0,13,0.28,0.28,0.00,1.75,2,0,0.0,False,0.0,90,0,0,0,True,6,0,0,1,6,0.0,4,0
4,True,566,0,0,-2,0,10,0.0,10,0.23,0.81,0.58,0.50,2,0,0.0,False,0.0,90,0,0,0,True,5,0,0,1,0,0.0,3,0
4,True,567,0,0,2,0,3,0.0,0,0.00,0.00,0.00,2.08,4,0,0.0,False,0.0,90,0,0,0,True,4,0,3,1,0,0.0,1,0
4,True,568,0,0,7,0,1,0.0,2,0.09,0.09,0.00,0.54,0,0,0.0,False,0.0,21,0,0,0,True,1,0,0,0,0,0.0,0,1
4,True,569,0,0,5,1,1,0.0,3,0.03,0.23,0.20,0.81,0,0,0.0,False,0.0,76,0,0,0,True,2,0,0,1,0,0.0,2,0
4,True,571,0,0,8,0,1,0.0,2,0.01,0.01,0.00,0.27,0,0,0.0,False,0.0,13,0,0,0,True,0,0,0,0,1,0.0,1,0
4,True,572,0,0,15,0,2,0.0,0,0.00,0.00,0.00,0.91,2,0,0.0,False,0.0,90,0,0,0,True,15,0,5,1,0,0.0,2,0
4,True,575,0,0,3,0,0,0.0,0,0.01,0.01,0.00,0.64,2,0,0.0,False,0.0,17,0,0,0,True,0,0,0,0,0,0.0,1,0
4,True,576,0,0,3,0,0,0.0,5,0.00,0.01,0.01,0.26,1,0,0.0,False,0.0,59,0,0,0,True,3,0,0,1,2,0.0,1,0
4,True,577,0,0,6,0,4,0.0,5,0.01,0.01,0.00,1.29,2,0,0.0,False,0.0,53,0,0,0,True,3,0,0,0,1,0.0,0,0
4,True,579,0,0,24,1,3,0.0,4,0.00,0.00,0.00,0.60,0,0,0.0,False,0.0,71,0,0,0,True,5,0,0,1,1,0.0,6,0
4,True,580,0,0,19,1,8,0.0,17,0.02,0.02,0.00,1.28,0,0,0.0,False,0.0,90,0,0,0,True,8,0,0,1,1,0.0,5,0
4,True,581,0,0,10,0,13,0.0,14,0.00,0.11,0.11,0.82,1,0,0.0,False,0.0,90,0,0,0,True,3,0,0,1,1,0.0,4,0
4,True,583,0,0,4,0,1,0.0,1,0.01,0.01,0.00,0.94,0,0,0.0,False,0.0,45,0,0,0,True,1,0,0,0,0,0.0,1,0
4,True,585,0,0,-1,0,1,0.0,1,0.01,0.01,0.00,0.64,1,0,0.0,False,0.0,31,0,0,0,True,0,0,0,0,0,0.0,1,0
4,True,586,0,0,3,0,5,0.0,7,0.00,0.00,0.00,0.26,1,0,0.0,False,0.0,58,0,0,0,True,0,0,0,1,2,0.0,1,0
4,True,588,0,0,4,0,3,0.0,5,0.14,0.36,0.22,1.68,3,1,0.0,False,0.0,90,0,0,0,True,4,0,0,1,2,0.0,7,0
4,True,591,0,0,7,0,1,0.0,5,0.20,0.25,0.05,0.62,2,0,0.0,False,0.0,90,0,0,0,True,4,0,0,1,0,0.0,2,0
4,True,592,0,0,5,0,0,0.0,1,0.00,0.00,0.00,0.00,0,0,0.0,False,0.0,2,0,0,0,True,1,0,0,0,1,0.0,1,0
4,True,593,0,0,-3,0,3,0.0,6,0.00,0.00,0.00,1.91,3,0,0.0,False,0.0,57,0,0,0,True,4,0,0,1,3,0.0,0,0
4,True,595,0,0,3,0,0,0.0,0,0.00,0.00,0.00,0.48,1,0,0.0,False,0.0,6,0,0,0,True,0,0,0,0,0,0.0,1,0
4,True,597,0,0,17,0,2,0.0,0,0.01,0.01,0.00,2.28,2,0,0.0,False,0.0,90,0,0,0,True,9,0,5,1,0,0.0,2,0
4,True,598,0,0,8,0,8,0.0,9,0.00,0.05,0.05,0.88,1,0,0.0,False,0.0,90,0,0,0,True,3,0,0,1,1,0.0,2,0
4,True,599,0,0,3,0,1,0.0,1,0.00,0.00,0.00,1.43,3,0,0.0,False,0.0,30,0,0,0,True,0,0,0,0,0,0.0,1,0
4,True,600,0,0,2,0,0,0.0,1,0.01,0.06,0.05,0.22,0,0,0.0,False,0.0,12,0,0,0,True,1,0,0,0,0,0.0,1,0
4,True,605,0,0,29,1,2,0.0,6,0.01,0.68,0.67,1.11,0,1,0.0,False,0.0,64,0,0,0,True,2,0,0,1,2,0.0,8,0
4,True,611,0,0,11,0,7,0.0,12,0.06,0.06,0.00,2.28,2,0,0.0,False,0.0,90,0,0,0,True,1,0,0,1,5,0.0,3,0
4,True,617,0,0,3,0,1,0.0,2,0.16,0.63,0.47,0.64,1,0,0.0,False,0.0,30,0,0,0,True,1,0,0,0,0,0.0,1,0
4,True,619,0,0,14,0,5,0.0,13,0.04,0.04,0.00,0.62,2,0,0.0,False,0.0,90,0,0,0,True,5,0,0,1,3,0.0,4,0
4,True,620,0,0,4,0,1,0.0,1,0.01,0.01,0.00,0.50,0,0,0.0,False,0.0,30,0,0,0,True,1,0,0,0,0,0.0,1,0
4,True,627,0,0,9,1,0,0.0,5,0.03,0.24,0.21,0.60,0,0,0.0,False,0.0,71,0,0,0,True,2,0,0,1,3,0.0,3,0
4,True,631,0,0,6,0,0,0.0,2,0.13,0.15,0.02,0.86,1,0,0.0,False,0.0,27,0,0,0,True,1,0,0,0,1,0.0,1,0
4,True,633,0,0,10,0,9,0.0,11,0.01,0.01,0.00,1.68,3,0,0.0,False,0.0,90,0,0,0,True,4,0,0,1,2,0.0,3,0
4,True,634,0,0,5,0,0,0.0,2,0.01,0.01,0.00,1.91,3,0,0.0,False,0.0,57,0,0,0,True,1,0,0,1,1,0.0,1,0
4,True,635,0,0,3,0,0,0.0,1,0.01,0.01,0.00,0.46,0,0,0.0,False,0.0,13,0,0,0,True,1,0,0,0,0,0.0,1,0
4,True,637,0,0,3,0,0,0.0,1,0.00,0.00,0.00,0.18,0,0,0.0,False,0.0,8,0,0,0,True,1,0,0,0,0,0.0,1,0
4,True,638,0,0,0,0,0,0.0,0,0.00,0.05,0.05,0.18,0,0,0.0,False,0.0,8,0,0,0,True,2,0,0,0,0,0.0,0,1
4,True,639,1,0,10,0,2,0.0,4,0.01,0.25,0.24,0.22,0,0,0.0,False,0.0,25,0,0,0,True,1,0,0,0,1,0.0,4,0
4,True,640,0,0,32,0,1,0.0,2,0.00,0.52,0.52,0.41,1,1,0.0,False,0.0,27,0,0,0,True,1,0,0,0,0,0.0,5,0
4,True,641,0,0,1,0,1,0.0,2,0.00,0.00,0.00,0.30,1,0,0.0,False,0.0,18,0,0,0,True,2,0,0,0,1,0.0,1,0
4,True,642,0,0,6,0,0,0.0,4,0.03,0.05,0.02,0.64,1,0,0.0,False,0.0,30,0,0,0,True,4,0,0,0,0,0.0,1,0
4,True,643,0,0,1,0,1,0.0,1,0.01,0.13,0.12,0.55,1,0,0.0,False,0.0,13,0,0,0,True,0,0,0,0,0,0.0,1,0
4,True,644,0,0,24,0,2,0.0,16,0.03,0.13,0.10,1.68,3,0,0.0,False,0.0,90,0,0,0,True,6,0,0,1,8,0.0,4,0
4,True,646,0,0,2,0,0,0.0,0,0.00,0.00,0.00,0.79,1,0,0.0,False,0.0,14,0,0,0,True,0,0,0,0,0,0.0,1,0
4,True,649,0,0,23,1,3,0.0,5,0.14,0.17,0.03,0.43,0,0,0.0,False,0.0,74,0,0,0,True,4,0,0,1,2,0.0,6,0
4,True,650,0,0,23,1,11,0.0,12,0.00,0.00,0.00,1.28,0,0,0.0,False,0.0,90,0,0,0,True,3,0,0,1,1,0.0,8,0
