rank,first_name,second_name,w_points,w_goals,w_assists,w_goal_involvements,w_xgi,w_bonus,w_minutes,seasons,player,position,latest_team,latest_season,gi_per90,rating,ranking_method
1045,Dale,Stephens,4.13,0.02,0.07,0.09,0.0,0.11,155.77,5,Stephens,MID,Burnley,2021-22,0.05,4.13,"recency-weighted FPL points, decay 8**(-age/4)"
1046,Thiago,Thiago,4.07,0.09,0.0,0.09,0.0,0.44,85.52,1,Thiago Silva,DEF,Chelsea,2020-21,0.09,4.07,"recency-weighted FPL points, decay 8**(-age/4)"
1047,Scott,Dann,4.06,0.07,0.09,0.16,0.0,0.15,126.21,5,Dann,DEF,Crystal Palace,2020-21,0.12,4.06,"recency-weighted FPL points, decay 8**(-age/4)"
1048,Shkodran,Mustafi,4.02,0.07,0.07,0.14,0.0,0.3,108.12,5,Mustafi,DEF,Arsenal,2020-21,0.12,4.02,"recency-weighted FPL points, decay 8**(-age/4)"
1049,Juraj,Kucka,4.01,0.07,0.15,0.22,0.0,0.15,142.48,1,Kucka,MID,Watford,2021-22,0.14,4.01,"recency-weighted FPL points, decay 8**(-age/4)"
1050,Sékou,Mara,4.0,0.12,0.25,0.38,0.17,0.0,67.25,2,Mara,FWD,Southampton,2024-25,0.5,4.0,"recency-weighted FPL points, decay 8**(-age/4)"
1051,Adam,Masina,4.0,0.03,0.09,0.12,0.0,0.27,143.25,3,Masina,DEF,Watford,2021-22,0.07,4.0,"recency-weighted FPL points, decay 8**(-age/4)"
1052,Ameen,Al-Dakhil,3.99,0.21,0.0,0.21,0.38,0.0,221.79,1,Al-Dakhil,DEF,Burnley,2023-24,0.09,3.99,"recency-weighted FPL points, decay 8**(-age/4)"
1053,Glenn,Murray,3.99,0.34,0.04,0.38,0.0,0.4,80.0,4,Murray,FWD,Brighton,2020-21,0.43,3.99,"recency-weighted FPL points, decay 8**(-age/4)"
1054,Oliver,Arblaster,3.99,0.0,0.0,0.0,0.18,0.0,198.03,1,Arblaster,MID,Sheffield Utd,2023-24,0.0,3.99,"recency-weighted FPL points, decay 8**(-age/4)"
1055,Hamza,Choudhury,3.98,0.03,0.04,0.06,0.07,0.0,116.41,7,Choudhury,MID,Leicester,2024-25,0.05,3.98,"recency-weighted FPL points, decay 8**(-age/4)"
1056,Wayne,Hennessey,3.96,0.0,0.0,0.0,0.0,0.22,115.95,9,Hennessey,GKP,Nott'm Forest,2024-25,0.0,3.96,"recency-weighted FPL points, decay 8**(-age/4)"
1057,André-Frank,Zambo Anguissa,3.94,0.0,0.13,0.13,0.0,0.18,137.69,2,Anguissa,MID,Fulham,2020-21,0.09,3.94,"recency-weighted FPL points, decay 8**(-age/4)"
1058,Lewis,Dobbin,3.93,0.21,0.0,0.21,0.1,0.0,49.74,4,Dobbin,MID,Aston Villa,2025-26,0.38,3.93,"recency-weighted FPL points, decay 8**(-age/4)"
1059,Dan,Gosling,3.9,0.21,0.07,0.28,0.0,0.07,97.82,5,Gosling,MID,Watford,2021-22,0.26,3.9,"recency-weighted FPL points, decay 8**(-age/4)"
1060,Bobby,Decordova-Reid,3.89,0.22,0.13,0.35,0.0,0.27,104.61,1,Decordova-Reid,FWD,Fulham,2020-21,0.3,3.89,"recency-weighted FPL points, decay 8**(-age/4)"
1061,Weston,McKennie,3.88,0.0,0.12,0.12,0.17,0.0,179.25,1,McKennie,MID,Leeds,2022-23,0.06,3.88,"recency-weighted FPL points, decay 8**(-age/4)"
1062,Mathias,Normann,3.86,0.07,0.15,0.22,0.0,0.22,122.12,1,Normann,MID,Norwich,2021-22,0.16,3.86,"recency-weighted FPL points, decay 8**(-age/4)"
1063,Robbie,Brady,3.83,0.09,0.17,0.25,0.0,0.22,84.96,5,Brady,MID,Burnley,2020-21,0.27,3.83,"recency-weighted FPL points, decay 8**(-age/4)"
1064,Rhian,Brewster,3.82,0.0,0.0,0.0,0.09,0.0,120.24,4,Brewster,FWD,Sheffield Utd,2023-24,0.0,3.82,"recency-weighted FPL points, decay 8**(-age/4)"
1065,Marko,Arnautovic,3.81,0.29,0.18,0.47,0.0,0.39,67.5,4,Arnautovic,FWD,West Ham,2019-20,0.63,3.81,"recency-weighted FPL points, decay 8**(-age/4)"
1066,Sead,Kolasinac,3.8,0.02,0.2,0.22,0.0,0.24,104.66,5,Kolasinac,DEF,Arsenal,2021-22,0.19,3.8,"recency-weighted FPL points, decay 8**(-age/4)"
1067,Michy,Batshuayi,3.8,0.24,0.17,0.41,0.0,0.24,53.93,6,Batshuayi,FWD,Chelsea,2021-22,0.68,3.8,"recency-weighted FPL points, decay 8**(-age/4)"
1068,Kortney,Hause,3.79,0.14,0.0,0.14,0.0,0.36,97.92,7,Hause,DEF,Aston Villa,2024-25,0.13,3.79,"recency-weighted FPL points, decay 8**(-age/4)"
1069,Danny,Rose,3.79,0.01,0.1,0.11,0.0,0.11,141.09,6,Rose,DEF,Watford,2021-22,0.07,3.79,"recency-weighted FPL points, decay 8**(-age/4)"
1070,Nathan,Tella,3.77,0.04,0.24,0.28,0.0,0.09,92.14,4,Tella,MID,Southampton,2022-23,0.27,3.77,"recency-weighted FPL points, decay 8**(-age/4)"
1071,Junior,Stanislas,3.77,0.2,0.13,0.33,0.03,0.24,61.8,5,Stanislas,MID,Bournemouth,2022-23,0.48,3.77,"recency-weighted FPL points, decay 8**(-age/4)"
1072,Ivan Ricardo,Neves Abreu Cavaleiro,3.76,0.13,0.0,0.13,0.0,0.18,108.94,1,Cavaleiro,MID,Fulham,2020-21,0.11,3.76,"recency-weighted FPL points, decay 8**(-age/4)"
1073,Junior,Firpo Adames,3.75,0.12,0.25,0.38,0.11,0.38,170.5,1,Firpo,DEF,Leeds,2022-23,0.2,3.75,"recency-weighted FPL points, decay 8**(-age/4)"
1074,Fabián,Balbuena,3.73,0.09,0.0,0.09,0.0,0.13,115.26,3,Balbuena,DEF,West Ham,2020-21,0.07,3.73,"recency-weighted FPL points, decay 8**(-age/4)"
1075,Japhet,Tanganga,3.72,0.0,0.0,0.0,0.0,0.0,108.07,5,Tanganga,DEF,Spurs,2023-24,0.0,3.72,"recency-weighted FPL points, decay 8**(-age/4)"
1077,Todd,Cantwell,3.66,0.16,0.05,0.21,0.0,0.26,97.83,2,Cantwell,MID,Norwich,2021-22,0.19,3.66,"recency-weighted FPL points, decay 8**(-age/4)"
1078,Andre,Gray,3.65,0.26,0.1,0.36,0.0,0.3,66.89,5,Gray,FWD,Watford,2021-22,0.48,3.65,"recency-weighted FPL points, decay 8**(-age/4)"
1079,Aaron,Connolly,3.65,0.17,0.12,0.29,0.0,0.22,78.9,4,Connolly,FWD,Brighton,2023-24,0.33,3.65,"recency-weighted FPL points, decay 8**(-age/4)"
1080,Lys,Mousset,3.63,0.19,0.11,0.3,0.0,0.32,57.18,5,Mousset,FWD,Sheffield Utd,2020-21,0.48,3.63,"recency-weighted FPL points, decay 8**(-age/4)"
1081,Lyanco,Silveira Neves Vojnovic,3.62,0.12,0.12,0.25,0.09,0.0,146.62,1,Lyanco,DEF,Southampton,2022-23,0.15,3.62,"recency-weighted FPL points, decay 8**(-age/4)"
1082,Daniel,Iversen,3.62,0.0,0.0,0.0,0.0,0.25,135.0,2,Iversen,GKP,Leicester,2024-25,0.0,3.62,"recency-weighted FPL points, decay 8**(-age/4)"
1083,Alexis,Sánchez,3.6,0.23,0.23,0.46,0.0,0.31,55.0,4,Sánchez,MID,Man Utd,2019-20,0.76,3.6,"recency-weighted FPL points, decay 8**(-age/4)"
1085,Mike,Trésor Ndayishimiye,3.57,0.0,0.0,0.0,0.0,0.0,22.0,1,Trésor,MID,Burnley,2025-26,0.0,3.57,"recency-weighted FPL points, decay 8**(-age/4)"
1086,Ezra,Mayers,3.57,0.0,0.0,0.0,0.36,0.0,67.19,2,Mayers,DEF,West Ham,2025-26,0.0,3.57,"recency-weighted FPL points, decay 8**(-age/4)"
1091,Kyle,Bartley,3.54,0.13,0.04,0.18,0.0,0.13,116.32,2,Bartley,DEF,West Brom,2020-21,0.14,3.54,"recency-weighted FPL points, decay 8**(-age/4)"
1092,Duje,Caleta-Car,3.5,0.12,0.0,0.12,0.12,0.25,117.75,1,Caleta-Car,DEF,Southampton,2022-23,0.1,3.5,"recency-weighted FPL points, decay 8**(-age/4)"
1093,Matías,Viña,3.5,0.25,0.0,0.25,0.12,0.0,56.5,1,Viña,DEF,Bournemouth,2022-23,0.4,3.5,"recency-weighted FPL points, decay 8**(-age/4)"
1095,Sam,Surridge,3.39,0.12,0.0,0.12,0.22,0.38,39.08,5,Surridge,FWD,Nott'm Forest,2023-24,0.29,3.39,"recency-weighted FPL points, decay 8**(-age/4)"
1096,Nathaniel,Phillips,3.38,0.04,0.04,0.09,0.01,0.04,72.43,6,N.Phillips,DEF,Liverpool,2024-25,0.11,3.38,"recency-weighted FPL points, decay 8**(-age/4)"
1097,Mateus,Cardoso Lemos Martins,3.38,0.12,0.0,0.12,0.25,0.12,91.5,1,Tetê,MID,Leicester,2022-23,0.12,3.38,"recency-weighted FPL points, decay 8**(-age/4)"
1098,Steven,Alzate,3.38,0.04,0.0,0.04,0.0,0.13,100.26,5,Alzate,MID,Brighton,2023-24,0.04,3.38,"recency-weighted FPL points, decay 8**(-age/4)"
1099,Fabian,Delph,3.36,0.01,0.03,0.05,0.0,0.08,120.42,6,Delph,MID,Everton,2021-22,0.04,3.36,"recency-weighted FPL points, decay 8**(-age/4)"
1100,Andrew,Omobamidele,3.35,0.07,0.0,0.07,0.03,0.22,192.71,3,Omobamidele,DEF,Nott'm Forest,2024-25,0.03,3.35,"recency-weighted FPL points, decay 8**(-age/4)"
1102,Nacho,Monreal,3.31,0.06,0.1,0.16,0.0,0.32,74.4,4,Monreal,DEF,Arsenal,2019-20,0.19,3.31,"recency-weighted FPL points, decay 8**(-age/4)"
1103,Facundo,Pellistri Rebollo,3.23,0.0,0.21,0.21,0.19,0.0,41.98,3,Pellistri,MID,Man Utd,2024-25,0.45,3.23,"recency-weighted FPL points, decay 8**(-age/4)"
1104,Samuel,Edozie,3.23,0.0,0.0,0.0,0.22,0.0,91.88,3,Edozie,MID,Southampton,2024-25,0.0,3.23,"recency-weighted FPL points, decay 8**(-age/4)"
1105,Billy,Sharp,3.22,0.21,0.05,0.26,0.0,0.5,59.29,2,Sharp,FWD,Sheffield Utd,2020-21,0.4,3.22,"recency-weighted FPL points, decay 8**(-age/4)"
1106,Carlos Roberto,Forbs Borges,3.18,0.0,0.0,0.0,0.09,0.0,83.44,1,Forbs,MID,Wolves,2024-25,0.0,3.18,"recency-weighted FPL points, decay 8**(-age/4)"
1107,José,Holebas,3.15,0.06,0.19,0.25,0.0,0.26,102.4,4,Holebas,DEF,Watford,2019-20,0.22,3.15,"recency-weighted FPL points, decay 8**(-age/4)"
1108,Ivo,Grbic,3.15,0.0,0.0,0.0,0.0,0.0,162.08,1,Grbić,GKP,Sheffield Utd,2023-24,0.0,3.15,"recency-weighted FPL points, decay 8**(-age/4)"
1109,Maxime,Esteve,3.15,0.0,0.0,0.0,0.09,0.0,275.39,1,Estève,DEF,Burnley,2023-24,0.0,3.15,"recency-weighted FPL points, decay 8**(-age/4)"
1110,Mads Juel,Andersen,3.15,0.21,0.0,0.21,0.05,0.21,83.46,1,Andersen,DEF,Luton,2023-24,0.23,3.15,"recency-weighted FPL points, decay 8**(-age/4)"
1111,Max,Lowe,3.13,0.0,0.21,0.21,0.14,0.0,128.95,2,Lowe,DEF,Sheffield Utd,2023-24,0.15,3.13,"recency-weighted FPL points, decay 8**(-age/4)"
1112,Marcel,Sabitzer,3.12,0.0,0.12,0.12,0.24,0.0,77.75,1,Sabitzer,MID,Man Utd,2022-23,0.14,3.12,"recency-weighted FPL points, decay 8**(-age/4)"
1114,Andy,Carroll,3.12,0.11,0.17,0.28,0.0,0.22,54.24,5,Carroll,FWD,Newcastle,2020-21,0.47,3.12,"recency-weighted FPL points, decay 8**(-age/4)"
1115,Phil,Bardsley,3.11,0.0,0.05,0.05,0.0,0.16,104.73,6,Bardsley,DEF,Burnley,2021-22,0.05,3.11,"recency-weighted FPL points, decay 8**(-age/4)"
1116,Eric,Bailly,3.1,0.01,0.0,0.01,0.0,0.37,90.98,8,Bailly,DEF,Man Utd,2023-24,0.01,3.1,"recency-weighted FPL points, decay 8**(-age/4)"
1117,Dejan,Lovren,3.06,0.05,0.06,0.1,0.0,0.27,69.63,4,Lovren,DEF,Liverpool,2019-20,0.13,3.06,"recency-weighted FPL points, decay 8**(-age/4)"
1118,DeAndre,Yedlin,3.06,0.04,0.05,0.09,0.0,0.06,108.8,5,Yedlin,DEF,Newcastle,2020-21,0.08,3.06,"recency-weighted FPL points, decay 8**(-age/4)"
1119,Conor,Hourihane,3.06,0.12,0.18,0.3,0.0,0.37,50.04,3,Hourihane,MID,Aston Villa,2021-22,0.54,3.06,"recency-weighted FPL points, decay 8**(-age/4)"
1120,Jack,O'Connell,3.05,0.0,0.03,0.03,0.0,0.16,84.56,2,O'Connell,DEF,Sheffield Utd,2020-21,0.03,3.05,"recency-weighted FPL points, decay 8**(-age/4)"
1122,Henrikh,Mkhitaryan,3.03,0.14,0.15,0.3,0.0,0.29,51.82,4,Mkhitaryan,MID,Arsenal,2019-20,0.51,3.03,"recency-weighted FPL points, decay 8**(-age/4)"
1123,Adam,Idah,3.02,0.07,0.15,0.22,0.0,0.22,51.61,2,Idah,FWD,Norwich,2021-22,0.39,3.02,"recency-weighted FPL points, decay 8**(-age/4)"
1126,Stefan,Bajcetic,2.96,0.12,0.0,0.12,0.16,0.0,70.51,2,Bajcetic,MID,Liverpool,2023-24,0.16,2.96,"recency-weighted FPL points, decay 8**(-age/4)"
1127,Jonas,Lössl,2.95,0.0,0.02,0.02,0.0,0.24,88.54,5,Lössl,GKP,Brentford,2021-22,0.03,2.95,"recency-weighted FPL points, decay 8**(-age/4)"
1128,Radu,Dragusin,2.94,0.0,0.0,0.0,0.03,0.0,89.14,1,Drăgușin,DEF,Spurs,2023-24,0.0,2.94,"recency-weighted FPL points, decay 8**(-age/4)"
1129,Mahmoud,Dahoud,2.94,0.0,0.21,0.21,0.16,0.0,94.39,2,Dahoud,MID,Brighton,2024-25,0.2,2.94,"recency-weighted FPL points, decay 8**(-age/4)"
1130,Anis,Slimane,2.94,0.0,0.0,0.0,0.23,0.0,85.98,1,Slimane,MID,Sheffield Utd,2023-24,0.0,2.94,"recency-weighted FPL points, decay 8**(-age/4)"
1131,Dimitris,Giannoulis,2.9,0.0,0.07,0.07,0.0,0.15,86.59,1,Giannoulis,DEF,Norwich,2021-22,0.08,2.9,"recency-weighted FPL points, decay 8**(-age/4)"
1132,Christian,Fuchs,2.89,0.01,0.03,0.04,0.0,0.27,89.38,5,Fuchs,DEF,Leicester,2020-21,0.04,2.89,"recency-weighted FPL points, decay 8**(-age/4)"
1133,Jefferson,Lerma,2.88,0.06,0.08,0.14,0.0,0.15,110.14,2,Lerma,MID,Bournemouth,2019-20,0.12,2.88,"recency-weighted FPL points, decay 8**(-age/4)"
1134,Tawanda,Chirewa,2.87,0.0,0.0,0.0,0.05,0.0,43.88,3,Chirewa,MID,Wolves,2025-26,0.0,2.87,"recency-weighted FPL points, decay 8**(-age/4)"
1135,Hélder Wander,Sousa de Azevedo e Costa,2.86,0.13,0.18,0.31,0.0,0.09,52.38,2,Costa,MID,Leeds,2021-22,0.53,2.86,"recency-weighted FPL points, decay 8**(-age/4)"
1136,Paris,Maghoma,2.83,0.0,0.0,0.0,0.06,0.0,39.6,3,Maghoma,MID,Brentford,2025-26,0.0,2.83,"recency-weighted FPL points, decay 8**(-age/4)"
1138,Joe,Lumley,2.83,0.0,0.0,0.0,0.0,0.0,95.46,1,Lumley,GKP,Southampton,2024-25,0.0,2.83,"recency-weighted FPL points, decay 8**(-age/4)"
1139,Altay,Bayindir,2.83,0.0,0.0,0.0,0.0,0.0,127.28,2,Bayindir,GKP,Man Utd,2024-25,0.0,2.83,"recency-weighted FPL points, decay 8**(-age/4)"
1140,Hassane,Kamara,2.82,0.07,0.0,0.07,0.0,0.22,120.56,1,Kamara,DEF,Watford,2021-22,0.06,2.82,"recency-weighted FPL points, decay 8**(-age/4)"
1141,Mamadou,Sakho,2.79,0.01,0.02,0.03,0.0,0.4,92.94,5,Sakho,DEF,Crystal Palace,2020-21,0.03,2.79,"recency-weighted FPL points, decay 8**(-age/4)"
1142,Lewis,O'Brien,2.75,0.12,0.0,0.12,0.07,0.0,72.25,4,O'Brien,MID,Nott'm Forest,2025-26,0.16,2.75,"recency-weighted FPL points, decay 8**(-age/4)"
1143,Wes,Morgan,2.73,0.05,0.01,0.06,0.0,0.17,81.66,5,Morgan,DEF,Leicester,2020-21,0.06,2.73,"recency-weighted FPL points, decay 8**(-age/4)"
1144,Harry,Howell,2.73,0.0,0.0,0.0,0.04,0.0,56.82,2,Howell,MID,Brighton,2025-26,0.0,2.73,"recency-weighted FPL points, decay 8**(-age/4)"
1145,Giovanni,Reyna,2.73,0.0,0.21,0.21,0.15,0.0,47.93,1,Reyna,MID,Nott'm Forest,2023-24,0.39,2.73,"recency-weighted FPL points, decay 8**(-age/4)"
1146,Martin,Kelly,2.7,0.0,0.04,0.04,0.0,0.13,80.86,6,Kelly,DEF,Crystal Palace,2021-22,0.04,2.7,"recency-weighted FPL points, decay 8**(-age/4)"
1147,Samir,Caetano de Souza Santos,2.68,0.0,0.0,0.0,0.0,0.0,124.42,1,Samir,DEF,Watford,2021-22,0.0,2.68,"recency-weighted FPL points, decay 8**(-age/4)"
1148,André,Ayew,2.58,0.06,0.06,0.12,0.14,0.05,63.24,3,A.Ayew,MID,Nott'm Forest,2022-23,0.18,2.58,"recency-weighted FPL points, decay 8**(-age/4)"
1149,Laurent,Koscielny,2.57,0.08,0.01,0.08,0.0,0.38,57.02,4,Koscielny,DEF,Arsenal,2019-20,0.13,2.57,"recency-weighted FPL points, decay 8**(-age/4)"
1150,Christian,Atsu,2.56,0.03,0.13,0.17,0.0,0.05,59.03,4,Atsu,MID,Newcastle,2020-21,0.25,2.56,"recency-weighted FPL points, decay 8**(-age/4)"
1151,Daryl,Janmaat,2.55,0.04,0.07,0.11,0.0,0.31,65.48,4,Janmaat,DEF,Watford,2019-20,0.15,2.55,"recency-weighted FPL points, decay 8**(-age/4)"
1152,Jonjoe,Kenny,2.55,0.0,0.11,0.11,0.0,0.02,106.05,5,Kenny,DEF,Everton,2021-22,0.09,2.55,"recency-weighted FPL points, decay 8**(-age/4)"
1153,Karlan,Grant,2.52,0.09,0.03,0.12,0.0,0.21,63.14,2,Grant,FWD,West Brom,2020-21,0.17,2.52,"recency-weighted FPL points, decay 8**(-age/4)"
1154,Mohamed,Elneny,2.52,0.0,0.23,0.23,0.02,0.0,36.89,6,M.Elneny,MID,Arsenal,2023-24,0.55,2.52,"recency-weighted FPL points, decay 8**(-age/4)"
1155,Mbaye,Diagne,2.52,0.13,0.22,0.35,0.0,0.13,52.5,1,Diagne,FWD,West Brom,2020-21,0.61,2.52,"recency-weighted FPL points, decay 8**(-age/4)"
1157,Ken,Sema,2.51,0.02,0.03,0.05,0.0,0.02,74.4,3,Sema,MID,Watford,2021-22,0.06,2.51,"recency-weighted FPL points, decay 8**(-age/4)"
1158,Sokratis,Papastathopoulos,2.5,0.07,0.03,0.1,0.0,0.19,78.91,3,Sokratis,DEF,Arsenal,2020-21,0.11,2.5,"recency-weighted FPL points, decay 8**(-age/4)"
1159,Harry,Souttar,2.5,0.0,0.12,0.12,0.2,0.0,123.88,3,Souttar,DEF,Leicester,2024-25,0.09,2.5,"recency-weighted FPL points, decay 8**(-age/4)"
1160,Ozan,Kabak,2.49,0.0,0.0,0.0,0.0,0.04,104.0,2,Kabak,DEF,Norwich,2021-22,0.0,2.49,"recency-weighted FPL points, decay 8**(-age/4)"
1161,Kevin,Long,2.49,0.01,0.03,0.04,0.0,0.1,96.09,6,Long,DEF,Burnley,2021-22,0.04,2.49,"recency-weighted FPL points, decay 8**(-age/4)"
1162,Ahmed,El Mohamady,2.48,0.03,0.03,0.05,0.0,0.36,63.72,2,El Mohamady,DEF,Aston Villa,2020-21,0.07,2.48,"recency-weighted FPL points, decay 8**(-age/4)"
1164,Emiliano,Buendía,2.47,0.03,0.18,0.21,0.0,0.32,64.59,1,Buendía,MID,Norwich,2019-20,0.29,2.47,"recency-weighted FPL points, decay 8**(-age/4)"
1165,Chido,Obi-Martin,2.47,0.0,0.0,0.0,0.24,0.0,56.57,1,Obi,FWD,Man Utd,2024-25,0.0,2.47,"recency-weighted FPL points, decay 8**(-age/4)"
1166,Renato,Palma Veiga,2.47,0.0,0.0,0.0,0.11,0.0,62.23,1,Renato Veiga,MID,Chelsea,2024-25,0.0,2.47,"recency-weighted FPL points, decay 8**(-age/4)"
1167,Javier,Hernández Balcázar,2.44,0.21,0.08,0.29,0.0,0.34,37.78,3,Chicharito,FWD,West Ham,2019-20,0.69,2.44,"recency-weighted FPL points, decay 8**(-age/4)"
1168,Lucas,Torreira,2.43,0.06,0.09,0.15,0.0,0.09,76.58,4,Torreira,MID,Arsenal,2021-22,0.17,2.43,"recency-weighted FPL points, decay 8**(-age/4)"
1169,James,McCarthy,2.42,0.01,0.01,0.01,0.0,0.0,85.39,5,McCarthy,MID,Crystal Palace,2020-21,0.01,2.42,"recency-weighted FPL points, decay 8**(-age/4)"
1170,Neil,Etheridge,2.41,0.0,0.0,0.0,0.0,0.28,53.44,1,Etheridge,GKP,Cardiff,2018-19,0.0,2.41,"recency-weighted FPL points, decay 8**(-age/4)"
1171,Nikola,Vlasic,2.4,0.07,0.0,0.07,0.0,0.0,46.12,4,Vlasic,MID,West Ham,2022-23,0.15,2.4,"recency-weighted FPL points, decay 8**(-age/4)"
1172,Phil,Jones,2.4,0.0,0.02,0.02,0.0,0.25,62.3,7,Jones,DEF,Man Utd,2022-23,0.02,2.4,"recency-weighted FPL points, decay 8**(-age/4)"
1173,Romelle,Donovan,2.38,0.0,0.0,0.0,0.06,0.0,22.59,1,Donovan,MID,Brentford,2025-26,0.0,2.38,"recency-weighted FPL points, decay 8**(-age/4)"
1174,Charlie,Daniels,2.38,0.05,0.04,0.09,0.0,0.13,72.83,4,Daniels,DEF,Bournemouth,2019-20,0.11,2.38,"recency-weighted FPL points, decay 8**(-age/4)"
1175,Jake,Livermore,2.36,0.02,0.02,0.05,0.0,0.07,96.07,3,Livermore,MID,West Brom,2020-21,0.05,2.36,"recency-weighted FPL points, decay 8**(-age/4)"
1176,Jeremy,Sarmiento Morante,2.35,0.0,0.25,0.25,0.08,0.0,23.83,4,Sarmiento,MID,Brighton,2025-26,0.94,2.35,"recency-weighted FPL points, decay 8**(-age/4)"
1177,Martín,Montoya,2.33,0.0,0.04,0.04,0.0,0.09,83.56,3,Montoya,DEF,Brighton,2020-21,0.05,2.33,"recency-weighted FPL points, decay 8**(-age/4)"
1178,Diego,Rico,2.33,0.0,0.13,0.13,0.0,0.26,70.78,2,Rico,DEF,Bournemouth,2019-20,0.17,2.33,"recency-weighted FPL points, decay 8**(-age/4)"
1180,Cesare,Casadei,2.31,0.0,0.0,0.0,0.02,0.0,14.93,2,Casadei,MID,Chelsea,2024-25,0.0,2.31,"recency-weighted FPL points, decay 8**(-age/4)"
1181,Fred,Onyedinma,2.31,0.0,0.0,0.0,0.12,0.0,84.72,1,Onyedinma,MID,Luton,2023-24,0.0,2.31,"recency-weighted FPL points, decay 8**(-age/4)"
1182,Bénie,Traoré,2.31,0.0,0.0,0.0,0.15,0.0,80.52,1,T.Bénie,FWD,Sheffield Utd,2023-24,0.0,2.31,"recency-weighted FPL points, decay 8**(-age/4)"
1183,Chris,Smalling,2.31,0.06,0.01,0.06,0.0,0.14,63.51,5,Smalling,DEF,Man Utd,2020-21,0.09,2.31,"recency-weighted FPL points, decay 8**(-age/4)"
1184,Alireza,Jahanbakhsh,2.31,0.05,0.07,0.12,0.0,0.05,46.84,4,Jahanbakhsh,MID,Brighton,2021-22,0.24,2.31,"recency-weighted FPL points, decay 8**(-age/4)"
1186,Álvaro,Fernández,2.3,0.0,0.0,0.0,0.0,0.15,80.27,2,Fernández,GKP,Brentford,2021-22,0.0,2.3,"recency-weighted FPL points, decay 8**(-age/4)"
1187,Imrân,Louza,2.3,0.0,0.0,0.0,0.0,0.0,105.17,1,Louza,MID,Watford,2021-22,0.0,2.3,"recency-weighted FPL points, decay 8**(-age/4)"
1188,Jeremy,Ngakia,2.29,0.0,0.0,0.0,0.0,0.15,78.16,2,Ngakia,DEF,Watford,2021-22,0.0,2.29,"recency-weighted FPL points, decay 8**(-age/4)"
1189,Antonio,Valencia,2.28,0.03,0.03,0.06,0.0,0.19,46.46,3,Valencia,DEF,Man Utd,2018-19,0.11,2.28,"recency-weighted FPL points, decay 8**(-age/4)"
1190,George,Earthy,2.28,0.21,0.0,0.21,0.08,0.0,11.69,3,Earthy,MID,West Ham,2025-26,1.62,2.28,"recency-weighted FPL points, decay 8**(-age/4)"
1191,Cenk,Tosun,2.27,0.15,0.05,0.19,0.0,0.16,39.91,5,Tosun,FWD,Everton,2021-22,0.43,2.27,"recency-weighted FPL points, decay 8**(-age/4)"
1192,Petr,Cech,2.27,0.0,0.0,0.0,0.0,0.12,54.48,3,Cech,GKP,Arsenal,2018-19,0.0,2.27,"recency-weighted FPL points, decay 8**(-age/4)"
1194,Oluwasemilogo Adesewo Ibidapo,Ajayi,2.25,0.09,0.04,0.13,0.0,0.09,122.82,1,Ajayi,DEF,West Brom,2020-21,0.1,2.25,"recency-weighted FPL points, decay 8**(-age/4)"
1195,Oliver,Burke,2.25,0.04,0.11,0.15,0.0,0.0,58.99,2,Burke,MID,Sheffield Utd,2020-21,0.23,2.25,"recency-weighted FPL points, decay 8**(-age/4)"
1196,Malang,Sarr,2.23,0.0,0.0,0.0,0.0,0.3,40.43,4,M.Sarr,DEF,Chelsea,2024-25,0.0,2.23,"recency-weighted FPL points, decay 8**(-age/4)"
1197,Ryan,Bennett,2.23,0.02,0.0,0.02,0.0,0.07,72.3,3,Bennett,DEF,Wolves,2020-21,0.02,2.23,"recency-weighted FPL points, decay 8**(-age/4)"
1198,Pablo,Zabaleta,2.22,0.01,0.03,0.04,0.0,0.15,84.53,4,Zabaleta,DEF,West Ham,2019-20,0.04,2.22,"recency-weighted FPL points, decay 8**(-age/4)"
1199,Adrián,San Miguel del Castillo,2.22,0.0,0.0,0.0,0.0,0.17,58.72,8,Adrián,GKP,Liverpool,2023-24,0.0,2.22,"recency-weighted FPL points, decay 8**(-age/4)"
1200,Lukas,Rupp,2.21,0.0,0.0,0.0,0.0,0.0,74.6,2,Rupp,MID,Norwich,2021-22,0.0,2.21,"recency-weighted FPL points, decay 8**(-age/4)"
1201,Adrian,Mariappa,2.2,0.0,0.0,0.0,0.0,0.09,93.32,4,Mariappa,DEF,Watford,2019-20,0.0,2.2,"recency-weighted FPL points, decay 8**(-age/4)"
1202,Aleksandar,Mitrovic,2.19,0.18,0.06,0.24,0.0,0.19,52.08,2,Mitrovic,FWD,Fulham,2018-19,0.42,2.19,"recency-weighted FPL points, decay 8**(-age/4)"
1203,Jamie,Shackleton,2.16,0.0,0.07,0.07,0.0,0.0,72.39,3,Shackleton,MID,Leeds,2022-23,0.09,2.16,"recency-weighted FPL points, decay 8**(-age/4)"
1204,Mads,Bech Sørensen,2.14,0.0,0.0,0.0,0.0,0.07,64.16,3,Bech,DEF,Brentford,2023-24,0.0,2.14,"recency-weighted FPL points, decay 8**(-age/4)"
1205,Christopher,Schindler,2.14,0.02,0.03,0.05,0.0,0.25,81.26,2,Schindler,DEF,Huddersfield,2018-19,0.06,2.14,"recency-weighted FPL points, decay 8**(-age/4)"
